2014-10-23 14-15-41
Time,X,Y,Flag,Gif,Error,LineFlag
15617,696,513,1,4,0,True
15633,697,513,1,4,0,True
15650,697,513,1,4,0,True
15667,697,513,1,4,0,True
15683,697,513,1,4,0,True
15700,697,513,1,4,0,True
15717,697,513,1,4,0,True
15733,697,513,1,4,0,True
15750,697,513,1,4,0,True
15767,697,513,1,4,0,True
15783,697,513,0,4,0,True
15800,697,513,0,4,0,True
15817,697,513,0,4,0,True
15833,697,513,0,4,0,True
15850,697,513,0,4,0,True
15867,697,513,0,4,0,True
15883,697,513,0,4,0,True
15900,697,513,0,4,0,True
15917,697,513,0,4,0,True
15933,697,513,0,4,0,True
15950,697,513,0,4,0,True
15967,697,513,0,4,0,True
15983,697,513,0,4,0,True
16000,697,513,0,4,0,True
16067,697,513,0,5,0,True
16083,697,513,0,5,0,True
16100,697,513,0,5,0,True
16117,697,513,0,5,0,True
16133,697,513,0,5,0,True
16150,697,513,0,5,0,True
16167,697,513,0,5,0,True
16183,697,513,0,5,0,True
16200,697,513,0,5,0,True
16217,697,513,0,5,0,True
16233,697,513,0,5,0,True
16250,697,513,0,5,0,True
16267,697,513,0,5,0,True
16283,697,513,0,5,0,True
16300,697,513,0,5,0,True
16317,697,513,0,5,0,True
16333,697,513,0,5,0,True
16350,697,513,0,5,0,True
16367,697,513,0,5,0,True
16383,697,513,0,5,0,True
16400,697,513,0,5,0,True
16417,697,513,0,5,0,True
16433,697,513,0,5,0,True
16450,697,513,0,5,0,True
16467,697,513,0,5,0,True
16483,697,513,0,5,0,True
16500,697,513,0,5,0,True
16517,697,513,0,5,0,True
16533,697,513,0,5,0,True
16550,697,513,0,5,0,True
16567,697,513,0,5,0,True
16583,697,513,0,5,0,True
16600,697,513,0,5,0,True
16617,697,513,0,5,0,True
16633,697,513,0,5,0,True
16650,697,513,0,5,0,True
16667,697,513,0,5,0,True
16683,697,513,0,5,0,True
16700,697,513,0,5,0,True
16717,697,513,0,5,0,True
16733,697,513,0,5,0,True
16750,697,513,0,5,0,True
16767,697,513,0,5,0,True
16783,697,513,0,5,0,True
16800,697,513,0,5,0,True
16817,697,513,0,5,0,True
16833,697,513,0,5,0,True
16850,697,513,0,5,0,True
16867,697,513,0,5,0,True
16883,697,513,0,5,0,True
16900,697,513,0,5,0,True
16917,697,513,0,5,0,True
16933,697,513,0,5,0,True
16950,697,513,0,5,0,True
16967,697,513,0,5,0,True
16983,697,513,0,5,0,True
17000,697,513,0,5,0,True
17017,697,513,0,5,0,True
17033,697,513,0,5,0,True
17050,697,513,0,5,0,True
17067,697,513,0,5,0,True
17083,697,513,0,5,0,True
17100,697,513,0,5,0,True
17117,115,412,1,5,0,True
17133,115,412,1,5,0,True
17150,118,417,1,5,0,True
17167,118,417,1,5,0,True
17183,126,433,1,5,0,True
17200,132,445,1,5,0,True
17217,136,452,1,5,0,True
17233,139,456,1,5,0,True
17250,143,461,1,5,0,True
17267,146,466,1,5,0,True
17283,156,481,1,5,0,True
17300,158,484,1,5,0,True
17317,166,494,1,5,0,True
17333,174,503,1,5,0,True
17350,175,505,1,5,0,True
17367,179,509,1,5,0,True
17383,185,515,1,5,0,True
17400,190,519,1,5,0,True
17417,192,520,1,5,0,True
17433,196,522,1,5,0,True
17450,203,525,1,5,0,True
17467,207,527,1,5,0,True
17483,211,528,1,5,0,True
17500,218,530,1,5,0,True
17517,221,530,1,5,0,True
17533,225,531,1,5,0,True
17550,231,531,1,5,0,True
17567,238,531,1,5,0,True
17583,242,530,1,5,0,True
17600,247,529,1,5,0,True
17617,254,526,1,5,0,True
17633,260,523,1,5,0,True
17650,265,520,1,5,0,True
17667,269,517,1,5,0,True
17683,276,512,1,5,0,True
17700,283,506,1,5,0,True
17717,288,501,1,5,0,True
17733,294,494,1,5,0,True
17750,301,485,1,5,0,True
17767,306,479,1,5,0,True
17783,310,473,1,5,0,True
17800,318,459,1,5,0,True
17817,323,452,1,5,0,True
17833,327,444,1,5,0,True
17850,332,437,1,5,0,True
17867,340,421,1,5,0,True
17883,344,413,1,5,0,True
17900,348,405,1,5,0,True
17917,356,389,1,5,0,True
17933,360,380,1,5,0,True
17950,364,372,1,5,0,True
17967,371,356,1,5,0,True
17983,376,348,1,5,0,True
18000,379,341,1,5,0,True
18017,384,334,1,5,0,True
18033,392,322,1,5,0,True
18050,396,316,1,5,0,True
18067,401,311,1,5,0,True
18083,410,302,1,5,0,True
18100,415,299,1,5,0,True
18117,419,297,1,5,0,True
18133,426,294,1,5,0,True
18150,434,293,1,5,0,True
18167,438,293,1,5,0,True
18183,442,293,1,5,0,True
18200,451,295,1,5,0,True
18217,456,296,1,5,0,True
18233,460,298,1,5,0,True
18250,465,300,1,5,0,True
18267,475,306,1,5,0,True
18283,480,309,1,5,0,True
18300,487,314,1,5,0,True
18317,494,321,1,5,0,True
18333,499,327,1,5,0,True
18350,503,333,1,5,0,True
18367,511,342,1,5,0,True
18383,518,352,1,5,0,True
18400,523,359,1,5,0,True
18417,528,367,1,5,0,True
18433,538,383,1,5,0,True
18450,542,391,1,5,0,True
18467,549,404,1,5,0,True
18483,551,408,1,5,0,True
18500,560,424,1,5,0,True
18517,564,432,1,5,0,True
18533,570,443,1,5,0,True
18550,574,451,1,5,0,True
18567,577,458,1,5,0,True
18583,579,460,1,5,0,True
18600,580,463,1,5,0,True
18617,582,467,1,5,0,True
18633,582,467,1,5,0,True
18650,582,467,1,5,0,True
18667,582,467,1,5,0,True
18683,582,467,1,5,0,True
18700,582,467,1,5,0,True
18717,582,467,1,5,0,True
18733,582,467,1,5,0,True
18750,582,467,1,5,0,True
18767,582,467,1,5,0,True
18783,582,467,1,5,0,True
18800,582,467,1,5,0,True
18817,582,467,1,5,0,True
18833,582,467,1,5,0,True
18850,582,467,1,5,0,True
18867,582,467,0,5,0,True
18883,582,467,0,5,0,True
18900,582,467,0,5,0,True
18917,582,467,0,5,0,True
18933,582,467,0,5,0,True
18950,582,467,0,5,0,True
18967,582,467,0,5,0,True
18983,582,467,0,5,0,True
19000,582,467,0,5,0,True
19067,582,467,0,6,0,True
19083,582,467,0,6,0,True
19100,582,467,0,6,0,True
19117,582,467,0,6,0,True
19133,582,467,0,6,0,True
19150,582,467,0,6,0,True
19167,582,467,0,6,0,True
19183,582,467,0,6,0,True
19200,582,467,0,6,0,True
19217,582,467,0,6,0,True
19233,582,467,0,6,0,True
19250,582,467,0,6,0,True
19267,582,467,0,6,0,True
19283,582,467,0,6,0,True
19300,582,467,0,6,0,True
19317,582,467,0,6,0,True
19333,582,467,0,6,0,True
19350,582,467,0,6,0,True
19367,582,467,0,6,0,True
19383,582,467,0,6,0,True
19400,582,467,0,6,0,True
19417,582,467,0,6,0,True
19433,582,467,0,6,0,True
19450,582,467,0,6,0,True
19467,582,467,0,6,0,True
19483,582,467,0,6,0,True
19500,582,467,0,6,0,True
19517,582,467,0,6,0,True
19533,582,467,0,6,0,True
19550,582,467,0,6,0,True
19567,582,467,0,6,0,True
19583,582,467,0,6,0,True
19600,582,467,0,6,0,True
19617,582,467,0,6,0,True
19633,582,467,0,6,0,True
19650,582,467,0,6,0,True
19667,582,467,0,6,0,True
19683,582,467,0,6,0,True
19700,582,467,0,6,0,True
19717,582,467,0,6,0,True
19733,582,467,0,6,0,True
19750,582,467,0,6,0,True
19767,582,467,0,6,0,True
19783,582,467,0,6,0,True
19800,582,467,0,6,0,True
19817,93,465,1,6,0,True
19833,93,465,1,6,0,True
19850,93,465,1,6,0,True
19867,94,466,1,6,0,True
19883,94,469,1,6,0,True
19900,94,469,1,6,0,True
19917,97,475,1,6,0,True
19933,100,481,1,6,0,True
19950,105,486,1,6,0,True
19967,107,489,1,6,0,True
19983,109,492,1,6,0,True
20000,109,492,1,6,0,True
20017,109,492,1,6,0,True
20033,122,507,1,6,0,True
20050,132,518,1,6,0,True
20067,136,524,1,6,0,True
20083,150,541,1,6,0,True
20100,159,550,1,6,0,True
20117,165,556,1,6,0,True
20133,175,564,1,6,0,True
20150,181,568,1,6,0,True
20167,183,570,1,6,0,True
20183,189,575,1,6,0,True
20200,198,581,1,6,0,True
20217,202,583,1,6,0,True
20233,205,585,1,6,0,True
20250,212,588,1,6,0,True
20267,214,589,1,6,0,True
20283,222,592,1,6,0,True
20300,230,593,1,6,0,True
20317,232,593,1,6,0,True
20333,237,592,1,6,0,True
20350,242,591,1,6,0,True
20367,251,589,1,6,0,True
20383,253,588,1,6,0,True
20400,258,586,1,6,0,True
20417,267,582,1,6,0,True
20433,269,580,1,6,0,True
20450,277,576,1,6,0,True
20467,290,566,1,6,0,True
20483,293,564,1,6,0,True
20500,298,560,1,6,0,True
20517,303,555,1,6,0,True
20533,316,543,1,6,0,True
20550,318,540,1,6,0,True
20567,324,535,1,6,0,True
20583,333,523,1,6,0,True
20600,335,520,1,6,0,True
20617,342,510,1,6,0,True
20633,348,501,1,6,0,True
20650,354,491,1,6,0,True
20667,358,483,1,6,0,True
20683,362,476,1,6,0,True
20700,368,464,1,6,0,True
20717,374,452,1,6,0,True
20733,378,443,1,6,0,True
20750,386,428,1,6,0,True
20767,388,424,1,6,0,True
20783,394,412,1,6,0,True
20800,399,402,1,6,0,True
20817,406,391,1,6,0,True
20833,410,384,1,6,0,True
20850,415,376,1,6,0,True
20867,421,366,1,6,0,True
20883,429,357,1,6,0,True
20900,434,352,1,6,0,True
20917,444,343,1,6,0,True
20933,446,341,1,6,0,True
20950,454,336,1,6,0,True
20967,461,333,1,6,0,True
20983,469,330,1,6,0,True
21000,472,330,1,6,0,True
21017,479,329,1,6,0,True
21033,488,329,1,6,0,True
21050,497,330,1,6,0,True
21067,500,330,1,6,0,True
21083,515,334,1,6,0,True
21100,518,334,1,6,0,True
21117,527,338,1,6,0,True
21133,530,340,1,6,0,True
21150,545,349,1,6,0,True
21167,547,350,1,6,0,True
21183,556,358,1,6,0,True
21200,564,366,1,6,0,True
21217,573,374,1,6,0,True
21233,575,377,1,6,0,True
21250,584,386,1,6,0,True
21267,592,394,1,6,0,True
21283,601,402,1,6,0,True
21300,604,405,1,6,0,True
21317,617,418,1,6,0,True
21333,619,421,1,6,0,True
21350,627,429,1,6,0,True
21367,634,436,1,6,0,True
21383,639,443,1,6,0,True
21400,641,445,1,6,0,True
21417,645,450,1,6,0,True
21433,648,454,1,6,0,True
21450,649,454,1,6,0,True
21467,649,454,1,6,0,True
21483,649,455,1,6,0,True
21500,649,455,1,6,0,True
21517,649,455,1,6,0,True
21533,649,455,1,6,0,True
21550,649,455,1,6,0,True
21567,649,455,1,6,0,True
21583,649,455,1,6,0,True
21600,649,455,1,6,0,True
21617,649,455,1,6,0,True
21633,649,455,1,6,0,True
21650,649,455,1,6,0,True
21667,649,455,1,6,0,True
21683,649,455,1,6,0,True
21700,649,455,1,6,0,True
21717,649,455,0,6,0,True
21733,649,455,0,6,0,True
21750,649,455,0,6,0,True
21767,649,455,0,6,0,True
21783,649,455,0,6,0,True
21800,649,455,0,6,0,True
21817,649,455,0,6,0,True
21833,649,455,0,6,0,True
21850,649,455,0,6,0,True
21867,649,455,0,6,0,True
21883,649,455,0,6,0,True
21900,649,455,0,6,0,True
21917,649,455,0,6,0,True
21933,649,455,0,6,0,True
21950,649,455,0,6,0,True
21967,649,455,0,6,0,True
21983,649,455,0,6,0,True
22000,649,455,0,6,0,True
22050,649,455,0,7,0,True
22067,649,455,0,7,0,True
22083,649,455,0,7,0,True
22100,649,455,0,7,0,True
22117,649,455,0,7,0,True
22133,649,455,0,7,0,True
22150,649,455,0,7,0,True
22167,649,455,0,7,0,True
22183,649,455,0,7,0,True
22200,649,455,0,7,0,True
22217,649,455,0,7,0,True
22233,649,455,0,7,0,True
22250,649,455,0,7,0,True
22267,649,455,0,7,0,True
22283,649,455,0,7,0,True
22300,649,455,0,7,0,True
22317,649,455,0,7,0,True
22333,649,455,0,7,0,True
22350,649,455,0,7,0,True
22367,649,455,0,7,0,True
22383,649,455,0,7,0,True
22400,649,455,0,7,0,True
22417,649,455,0,7,0,True
22433,649,455,0,7,0,True
22450,649,455,0,7,0,True
22467,649,455,0,7,0,True
22484,649,455,0,7,0,True
22500,649,455,0,7,0,True
22517,649,455,0,7,0,True
22533,649,455,0,7,0,True
22550,649,455,0,7,0,True
22567,649,455,0,7,0,True
22583,649,455,0,7,0,True
22600,649,455,0,7,0,True
22617,649,455,0,7,0,True
22634,649,455,0,7,0,True
22650,649,455,0,7,0,True
22667,649,455,0,7,0,True
22683,649,455,0,7,0,True
22700,649,455,0,7,0,True
22717,649,455,0,7,0,True
22733,649,455,0,7,0,True
22750,649,455,0,7,0,True
22767,649,455,0,7,0,True
22784,649,455,0,7,0,True
22800,649,455,0,7,0,True
22817,649,455,0,7,0,True
22833,649,455,0,7,0,True
22850,89,372,1,7,0,True
22867,89,372,1,7,0,True
22884,89,372,1,7,0,True
22900,89,372,1,7,0,True
22917,89,372,1,7,0,True
22933,89,372,1,7,0,True
22950,89,372,1,7,0,True
22967,89,372,1,7,0,True
22983,91,369,1,7,0,True
23000,95,362,1,7,0,True
23017,99,359,1,7,0,True
23033,104,351,1,7,0,True
23050,115,341,1,7,0,True
23067,120,336,1,7,0,True
23083,126,332,1,7,0,True
23100,129,330,1,7,0,True
23117,140,324,1,7,0,True
23133,144,321,1,7,0,True
23150,154,316,1,7,0,True
23167,163,312,1,7,0,True
23183,172,308,1,7,0,True
23200,174,307,1,7,0,True
23217,180,304,1,7,0,True
23233,194,300,1,7,0,True
23250,204,298,1,7,0,True
23267,210,296,1,7,0,True
23283,212,296,1,7,0,True
23300,225,295,1,7,0,True
23317,231,295,1,7,0,True
23333,240,296,1,7,0,True
23350,252,297,1,7,0,True
23367,259,299,1,7,0,True
23383,262,300,1,7,0,True
23400,269,302,1,7,0,True
23417,280,308,1,7,0,True
23433,289,312,1,7,0,True
23450,291,314,1,7,0,True
23467,297,317,1,7,0,True
23483,306,326,1,7,0,True
23500,313,333,1,7,0,True
23517,317,338,1,7,0,True
23533,326,349,1,7,0,True
23550,330,354,1,7,0,True
23567,334,360,1,7,0,True
23583,338,366,1,7,0,True
23600,345,378,1,7,0,True
23617,348,384,1,7,0,True
23633,349,387,1,7,0,True
23650,358,404,1,7,0,True
23667,361,410,1,7,0,True
23683,365,417,1,7,0,True
23700,369,427,1,7,0,True
23717,375,438,1,7,0,True
23733,380,449,1,7,0,True
23750,382,453,1,7,0,True
23767,386,460,1,7,0,True
23783,393,475,1,7,0,True
23800,399,485,1,7,0,True
23817,401,489,1,7,0,True
23833,404,496,1,7,0,True
23850,412,508,1,7,0,True
23867,418,517,1,7,0,True
23883,419,520,1,7,0,True
23900,431,531,1,7,0,True
23917,433,534,1,7,0,True
23933,436,537,1,7,0,True
23950,443,542,1,7,0,True
23967,451,547,1,7,0,True
23983,456,550,1,7,0,True
24000,458,551,1,7,0,True
24017,467,554,1,7,0,True
24033,473,556,1,7,0,True
24050,478,556,1,7,0,True
24067,480,556,1,7,0,True
24083,491,554,1,7,0,True
24100,494,554,1,7,0,True
24117,502,551,1,7,0,True
24133,507,549,1,7,0,True
24150,517,544,1,7,0,True
24167,520,543,1,7,0,True
24183,528,537,1,7,0,True
24200,538,529,1,7,0,True
24217,543,524,1,7,0,True
24233,545,522,1,7,0,True
24250,553,514,1,7,0,True
24267,565,499,1,7,0,True
24283,567,496,1,7,0,True
24300,572,489,1,7,0,True
24317,576,482,1,7,0,True
24333,587,462,1,7,0,True
24350,590,459,1,7,0,True
24367,594,451,1,7,0,True
24383,599,439,1,7,0,True
24400,605,427,1,7,0,True
24417,610,415,1,7,0,True
24433,611,411,1,7,0,True
24450,617,398,1,7,0,True
24467,619,392,1,7,0,True
24483,622,384,1,7,0,True
24500,623,382,1,7,0,True
24517,627,371,1,7,0,True
24533,628,370,1,7,0,True
24550,629,366,1,7,0,True
24567,630,364,1,7,0,True
24583,630,364,1,7,0,True
24600,630,364,1,7,0,True
24617,630,364,1,7,0,True
24634,630,364,1,7,0,True
24650,630,364,1,7,0,True
24667,630,364,1,7,0,True
24684,630,364,1,7,0,True
24700,630,364,1,7,0,True
24717,630,364,1,7,0,True
24734,630,364,1,7,0,True
24750,630,364,1,7,0,True
24767,630,364,1,7,0,True
24784,630,364,1,7,0,True
24800,630,364,1,7,0,True
24817,630,364,1,7,0,True
24834,630,364,0,7,0,True
24850,630,364,0,7,0,True
24867,630,364,0,7,0,True
24884,630,364,0,7,0,True
24900,630,364,0,7,0,True
24917,630,364,0,7,0,True
24934,630,364,0,7,0,True
24950,630,364,0,7,0,True
24967,630,364,0,7,0,True
24984,630,364,0,7,0,True
25000,630,364,0,7,0,True
25067,630,364,0,8,0,True
25084,630,364,0,8,0,True
25100,630,364,0,8,0,True
25117,630,364,0,8,0,True
25134,630,364,0,8,0,True
25150,630,364,0,8,0,True
25167,630,364,0,8,0,True
25184,630,364,0,8,0,True
25200,630,364,0,8,0,True
25217,630,364,0,8,0,True
25234,630,364,0,8,0,True
25250,630,364,0,8,0,True
25267,630,364,0,8,0,True
25284,630,364,0,8,0,True
25300,630,364,0,8,0,True
25317,630,364,0,8,0,True
25334,630,364,0,8,0,True
25350,630,364,0,8,0,True
25367,630,364,0,8,0,True
25384,630,364,0,8,0,True
25400,630,364,0,8,0,True
25417,630,364,0,8,0,True
25434,630,364,0,8,0,True
25450,630,364,0,8,0,True
25467,630,364,0,8,0,True
25484,630,364,0,8,0,True
25500,630,364,0,8,0,True
25517,630,364,0,8,0,True
25534,630,364,0,8,0,True
25550,630,364,0,8,0,True
25567,630,364,0,8,0,True
25584,630,364,0,8,0,True
25600,630,364,0,8,0,True
25617,630,364,0,8,0,True
25634,630,364,0,8,0,True
25650,630,364,0,8,0,True
25667,630,364,0,8,0,True
25684,630,364,0,8,0,True
25700,630,364,0,8,0,True
25717,630,364,0,8,0,True
25734,630,364,0,8,0,True
25750,630,364,0,8,0,True
25767,630,364,0,8,0,True
25784,630,364,0,8,0,True
25800,630,364,0,8,0,True
25817,630,364,0,8,0,True
25834,630,364,0,8,0,True
25850,630,364,0,8,0,True
25867,630,364,0,8,0,True
25884,630,364,0,8,0,True
25900,630,364,0,8,0,True
25917,630,364,0,8,0,True
25934,99,379,1,8,0,True
25950,99,380,1,8,0,True
25967,103,385,1,8,0,True
25984,103,385,1,8,0,True
26000,107,390,1,8,0,True
26017,107,390,1,8,0,True
26034,118,405,1,8,0,True
26050,122,410,1,8,0,True
26067,131,420,1,8,0,True
26084,139,429,1,8,0,True
26100,147,438,1,8,0,True
26117,154,445,1,8,0,True
26134,168,457,1,8,0,True
26150,177,465,1,8,0,True
26167,179,468,1,8,0,True
26184,186,473,1,8,0,True
26200,196,483,1,8,0,True
26217,205,491,1,8,0,True
26234,208,494,1,8,0,True
26250,223,506,1,8,0,True
26267,226,508,1,8,0,True
26284,232,513,1,8,0,True
26300,239,517,1,8,0,True
26317,255,530,1,8,0,True
26334,258,533,1,8,0,True
26350,265,538,1,8,0,True
26367,277,546,1,8,0,True
26384,294,555,1,8,0,True
26400,301,560,1,8,0,True
26417,306,562,1,8,0,True
26434,323,572,1,8,0,True
26450,332,576,1,8,0,True
26467,345,582,1,8,0,True
26484,350,584,1,8,0,True
26500,371,593,1,8,0,True
26517,374,594,1,8,0,True
26534,387,598,1,8,0,True
26550,395,601,1,8,0,True
26567,410,605,1,8,0,True
26584,417,607,1,8,0,True
26600,424,608,1,8,0,True
26617,431,610,1,8,0,True
26634,445,611,1,8,0,True
26650,452,612,1,8,0,True
26667,462,613,1,8,0,True
26684,476,612,1,8,0,True
26700,480,612,1,8,0,True
26717,487,613,1,8,0,True
26734,499,613,1,8,0,True
26750,510,612,1,8,0,True
26767,521,611,1,8,0,True
26784,525,611,1,8,0,True
26800,536,610,1,8,0,True
26817,549,609,1,8,0,True
26834,560,608,1,8,0,True
26850,564,607,1,8,0,True
26867,585,605,1,8,0,True
26884,589,604,1,8,0,True
26900,601,602,1,8,0,True
26917,605,602,1,8,0,True
26934,626,598,1,8,0,True
26950,630,598,1,8,0,True
26967,643,595,1,8,0,True
26984,655,591,1,8,0,True
27000,666,588,1,8,0,True
27017,674,585,1,8,0,True
27034,686,581,1,8,0,True
27050,690,580,1,8,0,True
27067,706,573,1,8,0,True
27084,714,569,1,8,0,True
27100,726,563,1,8,0,True
27117,739,556,1,8,0,True
27134,749,550,1,8,0,True
27150,752,548,1,8,0,True
27167,761,543,1,8,0,True
27184,769,540,1,8,0,True
27200,775,536,1,8,0,True
27217,776,536,1,8,0,True
27234,779,535,1,8,0,True
27250,783,533,1,8,0,True
27267,783,533,1,8,0,True
27284,783,533,1,8,0,True
27300,783,533,1,8,0,True
27317,783,533,1,8,0,True
27334,783,533,1,8,0,True
27350,783,533,1,8,0,True
27367,783,533,1,8,0,True
27384,784,533,1,8,0,True
27400,784,533,1,8,0,True
27417,784,533,1,8,0,True
27434,784,533,1,8,0,True
27450,784,533,1,8,0,True
27467,784,533,1,8,0,True
27484,784,533,1,8,0,True
27500,784,533,1,8,0,True
27517,785,533,1,8,0,True
27534,785,533,1,8,0,True
27550,785,533,1,8,0,True
27567,785,533,1,8,0,True
27584,785,533,1,8,0,True
27600,785,533,1,8,0,True
27617,785,533,0,8,0,True
27634,785,533,0,8,0,True
27650,785,533,0,8,0,True
27667,785,533,0,8,0,True
27684,785,533,0,8,0,True
27700,785,533,0,8,0,True
27717,785,533,0,8,0,True
27734,785,533,0,8,0,True
27750,785,533,0,8,0,True
27767,785,533,0,8,0,True
27784,785,533,0,8,0,True
27800,785,533,0,8,0,True
27817,785,533,0,8,0,True
27834,785,533,0,8,0,True
27850,785,533,0,8,0,True
27867,785,533,0,8,0,True
27884,785,533,0,8,0,True
27900,785,533,0,8,0,True
27917,785,533,0,8,0,True
27934,785,533,0,8,0,True
27950,785,533,0,8,0,True
27967,785,533,0,8,0,True
27984,785,533,0,8,0,True
28000,785,533,0,8,0,True
28067,785,533,0,9,0,True
28084,785,533,0,9,0,True
28100,785,533,0,9,0,True
28117,785,533,0,9,0,True
28134,785,533,0,9,0,True
28150,785,533,0,9,0,True
28167,785,533,0,9,0,True
28184,785,533,0,9,0,True
28200,785,533,0,9,0,True
28217,785,533,0,9,0,True
28234,785,533,0,9,0,True
28250,785,533,0,9,0,True
28267,785,533,0,9,0,True
28284,785,533,0,9,0,True
28300,785,533,0,9,0,True
28317,785,533,0,9,0,True
28334,785,533,0,9,0,True
28350,785,533,0,9,0,True
28367,785,533,0,9,0,True
28384,785,533,0,9,0,True
28400,785,533,0,9,0,True
28417,785,533,0,9,0,True
28434,785,533,0,9,0,True
28450,785,533,0,9,0,True
28467,785,533,0,9,0,True
28484,785,533,0,9,0,True
28500,785,533,0,9,0,True
28517,785,533,0,9,0,True
28534,785,533,0,9,0,True
28550,785,533,0,9,0,True
28567,785,533,0,9,0,True
28584,785,533,0,9,0,True
28600,785,533,0,9,0,True
28617,785,533,0,9,0,True
28634,785,533,0,9,0,True
28650,785,533,0,9,0,True
28667,785,533,0,9,0,True
28684,81,570,1,9,0,True
28700,81,570,1,9,0,True
28717,81,570,1,9,0,True
28734,81,570,1,9,0,True
28750,81,570,1,9,0,True
28767,81,570,1,9,0,True
28784,81,570,1,9,0,True
28800,81,570,1,9,0,True
28817,81,570,1,9,0,True
28834,81,570,1,9,0,True
28850,82,569,1,9,0,True
28867,82,569,1,9,0,True
28884,87,567,1,9,0,True
28900,92,566,1,9,0,True
28917,97,564,1,9,0,True
28934,104,562,1,9,0,True
28950,107,562,1,9,0,True
28967,112,560,1,9,0,True
28984,124,557,1,9,0,True
29000,129,555,1,9,0,True
29017,135,553,1,9,0,True
29034,142,551,1,9,0,True
29050,154,546,1,9,0,True
29067,162,544,1,9,0,True
29084,172,540,1,9,0,True
29100,175,539,1,9,0,True
29117,193,533,1,9,0,True
29134,197,532,1,9,0,True
29150,207,528,1,9,0,True
29167,219,524,1,9,0,True
29184,232,521,1,9,0,True
29200,236,519,1,9,0,True
29217,244,517,1,9,0,True
29234,262,512,1,9,0,True
29250,276,508,1,9,0,True
29267,286,505,1,9,0,True
29284,290,504,1,9,0,True
29300,310,498,1,9,0,True
29317,320,496,1,9,0,True
29334,335,492,1,9,0,True
29350,355,486,1,9,0,True
29367,365,484,1,9,0,True
29384,370,483,1,9,0,True
29400,385,479,1,9,0,True
29417,407,474,1,9,0,True
29434,417,471,1,9,0,True
29450,423,469,1,9,0,True
29467,438,465,1,9,0,True
29484,455,462,1,9,0,True
29500,470,458,1,9,0,True
29517,481,455,1,9,0,True
29534,502,451,1,9,0,True
29550,518,447,1,9,0,True
29567,523,446,1,9,0,True
29584,534,443,1,9,0,True
29600,553,438,1,9,0,True
29617,568,434,1,9,0,True
29634,574,433,1,9,0,True
29650,584,431,1,9,0,True
29667,604,425,1,9,0,True
29684,614,422,1,9,0,True
29700,630,418,1,9,0,True
29717,651,412,1,9,0,True
29734,660,409,1,9,0,True
29750,666,407,1,9,0,True
29767,681,403,1,9,0,True
29784,691,401,1,9,0,True
29800,711,395,1,9,0,True
29817,715,394,1,9,0,True
29834,729,390,1,9,0,True
29850,743,388,1,9,0,True
29867,757,384,1,9,0,True
29884,766,383,1,9,0,True
29900,775,381,1,9,0,True
29917,797,378,1,9,0,True
29934,801,377,1,9,0,True
29950,809,376,1,9,0,True
29967,825,373,1,9,0,True
29984,831,372,1,9,0,True
30000,835,372,1,9,0,True
30017,843,371,1,9,0,True
30034,847,370,1,9,0,True
30050,847,370,1,9,0,True
30067,847,370,1,9,0,True
30084,847,370,1,9,0,True
30100,847,370,1,9,0,True
30117,847,370,1,9,0,True
30134,847,370,1,9,0,True
30150,847,370,1,9,0,True
30167,847,370,1,9,0,True
30184,847,370,1,9,0,True
30200,847,370,1,9,0,True
30217,847,370,1,9,0,True
30234,847,370,1,9,0,True
30250,847,370,1,9,0,True
30267,847,370,1,9,0,True
30284,847,370,1,9,0,True
30300,847,370,1,9,0,True
30317,847,370,1,9,0,True
30334,847,370,1,9,0,True
30350,847,370,1,9,0,True
30367,847,370,1,9,0,True
30384,855,368,1,9,0,True
30400,871,365,1,9,0,True
30417,876,365,1,9,0,True
30434,878,364,1,9,0,True
30450,878,364,1,9,0,True
30467,878,364,1,9,0,True
30484,878,364,1,9,0,True
30500,878,364,0,9,0,True
30517,878,364,0,9,0,True
30534,878,364,0,9,0,True
30550,878,364,0,9,0,True
30567,878,364,0,9,0,True
30584,878,364,0,9,0,True
30600,878,364,0,9,0,True
30617,878,364,0,9,0,True
30634,878,364,0,9,0,True
30650,878,364,0,9,0,True
30667,878,364,0,9,0,True
30684,878,364,0,9,0,True
30700,878,364,0,9,0,True
30717,878,364,0,9,0,True
30734,878,364,0,9,0,True
30750,878,364,0,9,0,True
30767,878,364,0,9,0,True
30784,878,364,0,9,0,True
30800,878,364,0,9,0,True
30817,878,364,0,9,0,True
30834,878,364,0,9,0,True
30850,878,364,0,9,0,True
30867,878,364,0,9,0,True
30884,878,364,0,9,0,True
30900,878,364,0,9,0,True
30917,878,364,0,9,0,True
30934,878,364,0,9,0,True
30950,878,364,0,9,0,True
30967,878,364,0,9,0,True
30984,878,364,0,9,0,True
31000,878,364,0,9,0,True
31067,878,364,0,10,0,True
31084,878,364,0,10,0,True
31100,878,364,0,10,0,True
31117,878,364,0,10,0,True
31134,878,364,0,10,0,True
31150,878,364,0,10,0,True
31167,878,364,0,10,0,True
31184,878,364,0,10,0,True
31200,878,364,0,10,0,True
31217,878,364,0,10,0,True
31234,878,364,0,10,0,True
31250,878,364,0,10,0,True
31267,878,364,0,10,0,True
31284,878,364,0,10,0,True
31300,878,364,0,10,0,True
31317,878,364,0,10,0,True
31334,878,364,0,10,0,True
31350,878,364,0,10,0,True
31367,878,364,0,10,0,True
31384,878,364,0,10,0,True
