2014-10-23 14-15-41
Time,X,Y,Flag,Gif,Error,LineFlag
31400,878,364,0,10,0,True
31417,878,364,0,10,0,True
31434,878,364,0,10,0,True
31450,878,364,0,10,0,True
31467,878,364,0,10,0,True
31484,878,364,0,10,0,True
31500,878,364,0,10,0,True
31517,878,364,0,10,0,True
31534,878,364,0,10,0,True
31550,878,364,0,10,0,True
31567,878,364,0,10,0,True
31584,878,364,0,10,0,True
31600,878,364,0,10,0,True
31617,878,364,0,10,0,True
31634,878,364,0,10,0,True
31650,878,364,0,10,0,True
31667,878,364,0,10,0,True
31684,878,364,0,10,0,True
31700,878,364,0,10,0,True
31717,878,364,0,10,0,True
31734,878,364,0,10,0,True
31750,878,364,0,10,0,True
31767,878,364,0,10,0,True
31784,878,364,0,10,0,True
31800,878,364,0,10,0,True
31817,878,364,0,10,0,True
31834,878,364,0,10,0,True
31850,878,364,0,10,0,True
31867,878,364,0,10,0,True
31884,878,364,0,10,0,True
31900,878,364,0,10,0,True
31917,878,364,0,10,0,True
31934,106,472,1,10,0,True
31950,107,472,1,10,0,True
31967,107,472,1,10,0,True
31984,111,476,1,10,0,True
32000,116,480,1,10,0,True
32017,124,487,1,10,0,True
32034,129,490,1,10,0,True
32050,133,494,1,10,0,True
32067,135,496,1,10,0,True
32084,147,504,1,10,0,True
32100,152,509,1,10,0,True
32117,160,515,1,10,0,True
32134,165,519,1,10,0,True
32150,177,526,1,10,0,True
32167,180,528,1,10,0,True
32184,188,533,1,10,0,True
32200,197,539,1,10,0,True
32217,205,545,1,10,0,True
32234,208,547,1,10,0,True
32250,217,552,1,10,0,True
32267,227,558,1,10,0,True
32284,237,563,1,10,0,True
32300,244,567,1,10,0,True
32317,258,574,1,10,0,True
32334,261,576,1,10,0,True
32350,272,581,1,10,0,True
32367,279,585,1,10,0,True
32384,295,592,1,10,0,True
32400,303,595,1,10,0,True
32417,311,599,1,10,0,True
32434,319,602,1,10,0,True
32450,335,608,1,10,0,True
32467,343,611,1,10,0,True
32484,355,615,1,10,0,True
32500,367,619,1,10,0,True
32517,379,623,1,10,0,True
32534,384,624,1,10,0,True
32550,395,628,1,10,0,True
32567,407,631,1,10,0,True
32584,419,633,1,10,0,True
32600,423,634,1,10,0,True
32617,426,635,1,10,0,True
32634,446,638,1,10,0,True
32650,459,640,1,10,0,True
32667,467,641,1,10,0,True
32684,471,641,1,10,0,True
32700,488,642,1,10,0,True
32717,502,642,1,10,0,True
32734,511,642,1,10,0,True
32750,529,642,1,10,0,True
32767,538,642,1,10,0,True
32784,543,641,1,10,0,True
32800,557,640,1,10,0,True
32817,575,639,1,10,0,True
32834,584,638,1,10,0,True
32850,598,636,1,10,0,True
32867,602,635,1,10,0,True
32884,620,632,1,10,0,True
32900,629,630,1,10,0,True
32917,632,628,1,10,0,True
32934,655,621,1,10,0,True
32950,668,616,1,10,0,True
32967,673,614,1,10,0,True
32984,681,611,1,10,0,True
33000,699,603,1,10,0,True
33017,711,598,1,10,0,True
33034,715,596,1,10,0,True
33050,723,592,1,10,0,True
33067,739,586,1,10,0,True
33084,746,582,1,10,0,True
33100,757,578,1,10,0,True
33117,771,572,1,10,0,True
33134,778,569,1,10,0,True
33150,781,567,1,10,0,True
33167,791,563,1,10,0,True
33184,804,558,1,10,0,True
33200,809,556,1,10,0,True
33217,811,554,1,10,0,True
33234,818,552,1,10,0,True
33250,824,550,1,10,0,True
33267,830,548,1,10,0,True
33284,831,548,1,10,0,True
33300,832,548,1,10,0,True
33317,834,547,1,10,0,True
33334,834,547,1,10,0,True
33350,834,547,1,10,0,True
33367,834,547,1,10,0,True
33384,834,547,1,10,0,True
33400,835,546,1,10,0,True
33417,835,546,1,10,0,True
33434,835,546,1,10,0,True
33450,835,546,1,10,0,True
33467,835,546,1,10,0,True
33484,835,546,1,10,0,True
33500,835,546,1,10,0,True
33517,835,546,1,10,0,True
33534,836,546,1,10,0,True
33550,836,546,1,10,0,True
33567,836,546,1,10,0,True
33584,836,546,1,10,0,True
33600,836,546,1,10,0,True
33617,836,546,1,10,0,True
33634,836,546,1,10,0,True
33650,836,546,1,10,0,True
33667,836,546,1,10,0,True
33684,836,546,1,10,0,True
33700,836,546,1,10,0,True
33717,836,546,1,10,0,True
33734,836,546,0,10,0,True
33750,836,546,0,10,0,True
33767,836,546,0,10,0,True
33784,836,546,0,10,0,True
33800,836,546,0,10,0,True
33817,836,546,0,10,0,True
33834,836,546,0,10,0,True
33850,836,546,0,10,0,True
33867,836,546,0,10,0,True
33884,836,546,0,10,0,True
33900,836,546,0,10,0,True
33917,836,546,0,10,0,True
33934,836,546,0,10,0,True
33950,836,546,0,10,0,True
33967,836,546,0,10,0,True
33984,836,546,0,10,0,True
34000,836,546,0,10,0,True
34067,836,546,0,11,0,True
34084,836,546,0,11,0,True
34100,836,546,0,11,0,True
34117,836,546,0,11,0,True
34134,836,546,0,11,0,True
34150,836,546,0,11,0,True
34167,836,546,0,11,0,True
34184,836,546,0,11,0,True
34200,836,546,0,11,0,True
34217,836,546,0,11,0,True
34234,836,546,0,11,0,True
34250,836,546,0,11,0,True
34267,836,546,0,11,0,True
34284,836,546,0,11,0,True
34300,836,546,0,11,0,True
34317,836,546,0,11,0,True
34334,836,546,0,11,0,True
34350,836,546,0,11,0,True
34367,836,546,0,11,0,True
34384,836,546,0,11,0,True
34400,836,546,0,11,0,True
34417,836,546,0,11,0,True
34434,836,546,0,11,0,True
34450,836,546,0,11,0,True
34467,836,546,0,11,0,True
34484,836,546,0,11,0,True
34500,836,546,0,11,0,True
34517,836,546,0,11,0,True
34534,836,546,0,11,0,True
34550,836,546,0,11,0,True
34567,836,546,0,11,0,True
34584,836,546,0,11,0,True
34600,836,546,0,11,0,True
34617,836,546,0,11,0,True
34634,836,546,0,11,0,True
34650,836,546,0,11,0,True
34667,836,546,0,11,0,True
34684,836,546,0,11,0,True
34700,836,546,0,11,0,True
34717,836,546,0,11,0,True
34734,836,546,0,11,0,True
34750,836,546,0,11,0,True
34767,836,546,0,11,0,True
34784,836,546,0,11,0,True
34800,836,546,0,11,0,True
34817,836,546,0,11,0,True
34834,836,546,0,11,0,True
34850,836,546,0,11,0,True
34867,836,546,0,11,0,True
34884,836,546,0,11,0,True
34900,836,546,0,11,0,True
34917,836,546,0,11,0,True
34934,89,567,1,11,0,True
34950,89,567,1,11,0,True
34967,91,568,1,11,0,True
34984,91,568,1,11,0,True
35000,96,571,1,11,0,True
35017,101,574,1,11,0,True
35034,103,575,1,11,0,True
35050,113,581,1,11,0,True
35067,115,583,1,11,0,True
35084,120,586,1,11,0,True
35100,124,589,1,11,0,True
35117,137,596,1,11,0,True
35134,139,597,1,11,0,True
35150,144,599,1,11,0,True
35167,153,603,1,11,0,True
35184,164,606,1,11,0,True
35200,169,608,1,11,0,True
35217,172,609,1,11,0,True
35234,186,614,1,11,0,True
35250,189,614,1,11,0,True
35267,198,618,1,11,0,True
35284,201,618,1,11,0,True
35300,215,623,1,11,0,True
35317,219,624,1,11,0,True
35334,229,627,1,11,0,True
35350,235,628,1,11,0,True
35367,250,631,1,11,0,True
35384,257,633,1,11,0,True
35400,265,635,1,11,0,True
35417,276,637,1,11,0,True
35434,287,639,1,11,0,True
35450,295,640,1,11,0,True
35467,303,641,1,11,0,True
35484,322,644,1,11,0,True
35500,327,644,1,11,0,True
35517,334,645,1,11,0,True
35534,346,645,1,11,0,True
35550,358,645,1,11,0,True
35567,369,645,1,11,0,True
35584,373,645,1,11,0,True
35600,384,644,1,11,0,True
35617,395,644,1,11,0,True
35634,407,643,1,11,0,True
35650,410,643,1,11,0,True
35667,427,641,1,11,0,True
35684,431,640,1,11,0,True
35700,441,638,1,11,0,True
35717,448,637,1,11,0,True
35734,462,634,1,11,0,True
35750,466,633,1,11,0,True
35767,477,630,1,11,0,True
35784,484,628,1,11,0,True
35800,498,623,1,11,0,True
35817,505,621,1,11,0,True
35834,512,618,1,11,0,True
35850,523,614,1,11,0,True
35867,533,609,1,11,0,True
35884,540,606,1,11,0,True
35900,542,605,1,11,0,True
35917,557,597,1,11,0,True
35934,564,593,1,11,0,True
35950,570,590,1,11,0,True
35967,579,584,1,11,0,True
35984,587,578,1,11,0,True
36000,596,571,1,11,0,True
36017,600,569,1,11,0,True
36034,612,560,1,11,0,True
36050,619,556,1,11,0,True
36067,629,548,1,11,0,True
36084,632,546,1,11,0,True
36100,649,534,1,11,0,True
36117,652,531,1,11,0,True
36134,662,523,1,11,0,True
36150,669,518,1,11,0,True
36167,682,509,1,11,0,True
36184,689,504,1,11,0,True
36200,692,502,1,11,0,True
36217,705,492,1,11,0,True
36234,714,485,1,11,0,True
36250,720,479,1,11,0,True
36267,724,477,1,11,0,True
36284,737,464,1,11,0,True
36300,743,458,1,11,0,True
36317,748,453,1,11,0,True
36334,753,447,1,11,0,True
36350,764,436,1,11,0,True
36367,765,433,1,11,0,True
36384,771,425,1,11,0,True
36400,779,416,1,11,0,True
36417,782,412,1,11,0,True
36434,785,407,1,11,0,True
36450,786,406,1,11,0,True
36467,790,400,1,11,0,True
36484,790,399,1,11,0,True
36500,790,399,1,11,0,True
36517,790,399,1,11,0,True
36534,790,399,1,11,0,True
36550,790,399,1,11,0,True
36567,790,399,1,11,0,True
36584,792,399,1,11,0,True
36600,792,399,1,11,0,True
36617,792,399,1,11,0,True
36634,792,399,1,11,0,True
36650,792,399,1,11,0,True
36667,792,399,1,11,0,True
36684,792,399,1,11,0,True
36700,792,399,1,11,0,True
36717,792,398,1,11,0,True
36734,792,398,1,11,0,True
36750,792,398,1,11,0,True
36767,792,398,1,11,0,True
36784,792,398,1,11,0,True
36800,792,398,1,11,0,True
36817,792,398,1,11,0,True
36834,792,398,1,11,0,True
36850,792,398,1,11,0,True
36867,792,398,0,11,0,True
36884,792,398,0,11,0,True
36900,792,398,0,11,0,True
36917,792,398,0,11,0,True
36934,792,398,0,11,0,True
36950,792,398,0,11,0,True
36967,792,398,0,11,0,True
36984,792,398,0,11,0,True
37000,792,398,0,11,0,True
37067,792,398,0,12,0,True
37084,792,398,0,12,0,True
37100,792,398,0,12,0,True
37117,792,398,0,12,0,True
37134,792,398,0,12,0,True
37150,792,398,0,12,0,True
37167,792,398,0,12,0,True
37184,792,398,0,12,0,True
37200,792,398,0,12,0,True
37217,792,398,0,12,0,True
37234,792,398,0,12,0,True
37250,792,398,0,12,0,True
37267,792,398,0,12,0,True
37284,792,398,0,12,0,True
37300,792,398,0,12,0,True
37317,792,398,0,12,0,True
37334,792,398,0,12,0,True
37350,792,398,0,12,0,True
37367,792,398,0,12,0,True
37384,792,398,0,12,0,True
37400,792,398,0,12,0,True
37417,792,398,0,12,0,True
37434,792,398,0,12,0,True
37450,792,398,0,12,0,True
37467,792,398,0,12,0,True
37484,792,398,0,12,0,True
37500,792,398,0,12,0,True
37517,792,398,0,12,0,True
37534,792,398,0,12,0,True
37550,792,398,0,12,0,True
37567,792,398,0,12,0,True
37584,792,398,0,12,0,True
37600,792,398,0,12,0,True
37617,792,398,0,12,0,True
37634,792,398,0,12,0,True
37650,792,398,0,12,0,True
37667,792,398,0,12,0,True
37684,792,398,0,12,0,True
37700,792,398,0,12,0,True
37717,792,398,0,12,0,True
37734,792,398,0,12,0,True
37750,792,398,0,12,0,True
37767,792,398,0,12,0,True
37784,792,398,0,12,0,True
37800,792,398,0,12,0,True
37817,792,398,0,12,0,True
37834,792,398,0,12,0,True
37850,792,398,0,12,0,True
37867,792,398,0,12,0,True
37884,80,565,1,12,0,True
37900,80,565,1,12,0,True
37917,80,565,1,12,0,True
37934,80,565,1,12,0,True
37950,80,565,1,12,0,True
37967,80,565,1,12,0,True
37984,80,565,1,12,0,True
38000,80,565,1,12,0,True
38017,80,565,1,12,0,True
38034,80,565,1,12,0,True
38050,82,565,1,12,0,True
38067,82,565,1,12,0,True
38084,85,565,1,12,0,True
38100,91,564,1,12,0,True
38117,93,564,1,12,0,True
38134,97,564,1,12,0,True
38150,103,564,1,12,0,True
38167,113,563,1,12,0,True
38184,115,563,1,12,0,True
38200,120,562,1,12,0,True
38217,133,560,1,12,0,True
38234,143,558,1,12,0,True
38250,149,557,1,12,0,True
38267,152,556,1,12,0,True
38284,167,554,1,12,0,True
38300,174,552,1,12,0,True
38317,185,551,1,12,0,True
38334,199,548,1,12,0,True
38350,207,547,1,12,0,True
38367,211,546,1,12,0,True
38384,222,544,1,12,0,True
38400,239,541,1,12,0,True
38417,246,540,1,12,0,True
38434,251,540,1,12,0,True
38450,264,538,1,12,0,True
38467,276,537,1,12,0,True
38484,289,535,1,12,0,True
38500,297,534,1,12,0,True
38517,313,532,1,12,0,True
38534,317,531,1,12,0,True
38550,329,530,1,12,0,True
38567,337,529,1,12,0,True
38584,352,527,1,12,0,True
38600,356,527,1,12,0,True
38617,367,525,1,12,0,True
38634,379,524,1,12,0,True
38650,390,522,1,12,0,True
38667,399,521,1,12,0,True
38684,406,520,1,12,0,True
38700,426,517,1,12,0,True
38717,430,516,1,12,0,True
38734,438,515,1,12,0,True
38750,450,513,1,12,0,True
38767,458,512,1,12,0,True
38784,470,509,1,12,0,True
38800,478,508,1,12,0,True
38817,495,505,1,12,0,True
38834,502,503,1,12,0,True
38850,515,501,1,12,0,True
38867,519,501,1,12,0,True
38884,537,498,1,12,0,True
38900,546,496,1,12,0,True
38917,560,494,1,12,0,True
38934,569,492,1,12,0,True
38950,588,489,1,12,0,True
38967,592,488,1,12,0,True
38984,606,486,1,12,0,True
39000,620,484,1,12,0,True
39017,634,482,1,12,0,True
39034,638,482,1,12,0,True
39050,660,479,1,12,0,True
39067,664,479,1,12,0,True
39084,677,478,1,12,0,True
39100,681,478,1,12,0,True
39117,700,477,1,12,0,True
39134,704,476,1,12,0,True
39150,715,476,1,12,0,True
39167,723,475,1,12,0,True
39184,737,473,1,12,0,True
39200,744,472,1,12,0,True
39217,751,472,1,12,0,True
39234,761,470,1,12,0,True
39250,771,469,1,12,0,True
39267,777,468,1,12,0,True
39284,780,467,1,12,0,True
39300,797,465,1,12,0,True
39317,804,464,1,12,0,True
39334,811,464,1,12,0,True
39350,823,463,1,12,0,True
39367,830,463,1,12,0,True
39384,837,463,1,12,0,True
39400,844,463,1,12,0,True
39417,852,462,1,12,0,True
39434,852,462,1,12,0,True
39450,852,462,1,12,0,True
39467,852,462,1,12,0,True
39484,852,462,1,12,0,True
39500,852,462,1,12,0,True
39517,852,462,1,12,0,True
39534,852,462,1,12,0,True
39551,852,462,1,12,0,True
39567,867,460,1,12,0,True
39584,867,460,1,12,0,True
39600,894,458,1,12,0,True
39617,901,457,1,12,0,True
39634,901,457,1,12,0,True
39650,904,456,1,12,0,True
39667,906,456,1,12,0,True
39684,909,456,1,12,0,True
39700,909,456,1,12,0,True
39717,910,456,1,12,0,True
39734,910,456,1,12,0,True
39750,911,456,1,12,0,True
39767,911,456,1,12,0,True
39784,911,456,1,12,0,True
39801,911,456,1,12,0,True
39817,912,456,1,12,0,True
39834,912,456,1,12,0,True
39851,912,456,1,12,0,True
39867,912,456,1,12,0,True
39884,912,456,1,12,0,True
39901,912,456,1,12,0,True
39917,912,456,0,12,0,True
39934,912,456,0,12,0,True
39951,912,456,0,12,0,True
39967,912,456,0,12,0,True
39984,912,456,0,12,0,True
40001,912,456,0,12,0,True
40067,912,456,0,13,0,True
40084,912,456,0,13,0,True
40101,912,456,0,13,0,True
40117,912,456,0,13,0,True
40134,912,456,0,13,0,True
40151,912,456,0,13,0,True
40167,912,456,0,13,0,True
40184,912,456,0,13,0,True
40201,912,456,0,13,0,True
40217,912,456,0,13,0,True
40234,912,456,0,13,0,True
40251,912,456,0,13,0,True
40267,912,456,0,13,0,True
40284,912,456,0,13,0,True
40301,912,456,0,13,0,True
40317,912,456,0,13,0,True
40334,912,456,0,13,0,True
40351,912,456,0,13,0,True
40367,912,456,0,13,0,True
40384,912,456,0,13,0,True
40401,912,456,0,13,0,True
40417,912,456,0,13,0,True
40434,912,456,0,13,0,True
40451,912,456,0,13,0,True
40467,912,456,0,13,0,True
40484,912,456,0,13,0,True
40501,912,456,0,13,0,True
40517,912,456,0,13,0,True
40534,912,456,0,13,0,True
40551,912,456,0,13,0,True
40567,912,456,0,13,0,True
40584,912,456,0,13,0,True
40601,912,456,0,13,0,True
40617,912,456,0,13,0,True
40634,912,456,0,13,0,True
40651,912,456,0,13,0,True
40667,912,456,0,13,0,True
40684,912,456,0,13,0,True
40701,912,456,0,13,0,True
40717,912,456,0,13,0,True
40734,912,456,0,13,0,True
40751,912,456,0,13,0,True
40767,912,456,0,13,0,True
40784,95,564,1,13,0,True
40801,95,564,1,13,0,True
40817,95,564,1,13,0,True
40834,95,564,1,13,0,True
40851,95,564,1,13,0,True
40867,95,564,1,13,0,True
40884,95,564,1,13,0,True
40901,95,564,1,13,0,True
40917,96,565,1,13,0,True
40934,96,565,1,13,0,True
40950,99,567,1,13,0,True
40967,102,569,1,13,0,True
40984,105,570,1,13,0,True
41000,109,572,1,13,0,True
41017,115,575,1,13,0,True
41034,120,577,1,13,0,True
41050,127,580,1,13,0,True
41067,132,583,1,13,0,True
41084,136,585,1,13,0,True
41100,147,590,1,13,0,True
41117,152,592,1,13,0,True
41134,157,594,1,13,0,True
41150,167,598,1,13,0,True
41167,172,600,1,13,0,True
41184,177,602,1,13,0,True
41200,183,603,1,13,0,True
41217,194,607,1,13,0,True
41234,200,609,1,13,0,True
41250,209,612,1,13,0,True
41267,212,612,1,13,0,True
41284,225,617,1,13,0,True
41300,232,619,1,13,0,True
41317,242,623,1,13,0,True
41334,253,627,1,13,0,True
41350,264,631,1,13,0,True
41367,269,632,1,13,0,True
41384,281,635,1,13,0,True
41400,294,638,1,13,0,True
41417,307,641,1,13,0,True
41434,311,641,1,13,0,True
41450,320,643,1,13,0,True
41467,339,645,1,13,0,True
41484,352,647,1,13,0,True
41500,361,648,1,13,0,True
41517,380,651,1,13,0,True
41534,389,652,1,13,0,True
41550,394,652,1,13,0,True
41567,407,653,1,13,0,True
41584,424,654,1,13,0,True
41600,433,655,1,13,0,True
41617,437,655,1,13,0,True
41634,449,655,1,13,0,True
41650,466,656,1,13,0,True
41667,475,655,1,13,0,True
41684,488,655,1,13,0,True
41700,502,654,1,13,0,True
41717,506,654,1,13,0,True
41734,519,653,1,13,0,True
41750,529,653,1,13,0,True
41767,546,652,1,13,0,True
41784,560,651,1,13,0,True
41800,565,651,1,13,0,True
41817,573,650,1,13,0,True
41834,590,648,1,13,0,True
41850,603,645,1,13,0,True
41867,608,645,1,13,0,True
41884,629,641,1,13,0,True
41900,634,640,1,13,0,True
41917,642,638,1,13,0,True
41934,655,635,1,13,0,True
41950,673,630,1,13,0,True
41967,682,628,1,13,0,True
41984,687,627,1,13,0,True
42000,700,623,1,13,0,True
42017,713,619,1,13,0,True
42034,726,615,1,13,0,True
42050,730,614,1,13,0,True
42067,752,607,1,13,0,True
42084,756,605,1,13,0,True
42100,768,600,1,13,0,True
42117,772,599,1,13,0,True
42134,792,591,1,13,0,True
42151,796,590,1,13,0,True
42167,807,586,1,13,0,True
42184,816,581,1,13,0,True
42200,826,578,1,13,0,True
42217,832,576,1,13,0,True
42234,835,575,1,13,0,True
42250,846,570,1,13,0,True
42267,850,568,1,13,0,True
42284,854,566,1,13,0,True
42301,856,566,1,13,0,True
42317,865,563,1,13,0,True
42334,866,563,1,13,0,True
42350,867,562,1,13,0,True
42367,867,562,1,13,0,True
42384,867,562,1,13,0,True
42401,867,562,1,13,0,True
42417,868,562,1,13,0,True
42434,868,562,1,13,0,True
42450,869,561,1,13,0,True
42467,869,561,1,13,0,True
42484,869,561,1,13,0,True
42501,869,561,1,13,0,True
42517,869,561,1,13,0,True
42534,870,561,1,13,0,True
42551,870,561,1,13,0,True
42567,870,561,1,13,0,True
42584,870,561,1,13,0,True
42601,870,561,1,13,0,True
42617,870,561,1,13,0,True
42634,870,561,1,13,0,True
42651,870,561,1,13,0,True
42667,870,561,1,13,0,True
42684,870,561,1,13,0,True
42701,870,561,0,13,0,True
42717,870,561,0,13,0,True
42734,870,561,0,13,0,True
42751,870,561,0,13,0,True
42767,870,561,0,13,0,True
42784,870,561,0,13,0,True
42801,870,561,0,13,0,True
42817,870,561,0,13,0,True
42834,870,561,0,13,0,True
42851,870,561,0,13,0,True
42867,870,561,0,13,0,True
42884,870,561,0,13,0,True
42901,870,561,0,13,0,True
42917,870,561,0,13,0,True
42934,870,561,0,13,0,True
42951,870,561,0,13,0,True
42967,870,561,0,13,0,True
42984,870,561,0,13,0,True
43001,870,561,0,13,0,True
43067,870,561,0,14,0,True
43084,870,561,0,14,0,True
43101,870,561,0,14,0,True
43117,870,561,0,14,0,True
43134,870,561,0,14,0,True
43151,870,561,0,14,0,True
43167,870,561,0,14,0,True
43184,870,561,0,14,0,True
43201,870,561,0,14,0,True
43217,870,561,0,14,0,True
43234,870,561,0,14,0,True
43251,870,561,0,14,0,True
43267,870,561,0,14,0,True
43284,870,561,0,14,0,True
43301,870,561,0,14,0,True
43317,870,561,0,14,0,True
43334,870,561,0,14,0,True
43351,870,561,0,14,0,True
43367,870,561,0,14,0,True
43384,870,561,0,14,0,True
43401,870,561,0,14,0,True
43417,870,561,0,14,0,True
43434,870,561,0,14,0,True
43451,870,561,0,14,0,True
43467,870,561,0,14,0,True
43484,870,561,0,14,0,True
43501,870,561,0,14,0,True
43517,870,561,0,14,0,True
43534,870,561,0,14,0,True
43551,870,561,0,14,0,True
43567,870,561,0,14,0,True
43584,870,561,0,14,0,True
43601,870,561,0,14,0,True
43617,870,561,0,14,0,True
43634,870,561,0,14,0,True
43651,870,561,0,14,0,True
43667,870,561,0,14,0,True
43684,870,561,0,14,0,True
43701,870,561,0,14,0,True
43717,870,561,0,14,0,True
43734,870,561,0,14,0,True
43751,870,561,0,14,0,True
43767,86,465,1,14,0,True
43784,86,465,1,14,0,True
43801,86,465,1,14,0,True
43817,86,465,1,14,0,True
43834,86,465,1,14,0,True
43851,86,465,1,14,0,True
43867,86,465,1,14,0,True
43884,86,465,1,14,0,True
43901,86,465,1,14,0,True
43917,86,464,1,14,0,True
43934,86,464,1,14,0,True
43951,88,460,1,14,0,True
43967,91,456,1,14,0,True
43984,94,449,1,14,0,True
44001,98,444,1,14,0,True
44017,99,441,1,14,0,True
44034,105,432,1,14,0,True
44051,105,432,1,14,0,True
44067,105,432,1,14,0,True
44084,105,432,1,14,0,True
44101,110,423,1,14,0,True
44117,122,403,1,14,0,True
44134,126,397,1,14,0,True
44151,131,388,1,14,0,True
44167,135,383,1,14,0,True
44184,147,367,1,14,0,True
44201,152,360,1,14,0,True
44217,155,357,1,14,0,True
44234,167,345,1,14,0,True
44251,170,342,1,14,0,True
44267,175,337,1,14,0,True
44284,178,334,1,14,0,True
44301,191,325,1,14,0,True
44317,194,323,1,14,0,True
44334,199,320,1,14,0,True
44351,205,317,1,14,0,True
44367,212,314,1,14,0,True
44384,215,314,1,14,0,True
44401,223,311,1,14,0,True
44417,234,308,1,14,0,True
44434,239,308,1,14,0,True
44451,248,307,1,14,0,True
44467,250,307,1,14,0,True
44484,263,309,1,14,0,True
44501,266,310,1,14,0,True
44517,270,312,1,14,0,True
44534,281,316,1,14,0,True
44551,289,320,1,14,0,True
44567,291,321,1,14,0,True
44584,296,324,1,14,0,True
44601,304,331,1,14,0,True
44617,311,337,1,14,0,True
44634,315,342,1,14,0,True
44651,317,344,1,14,0,True
44667,325,355,1,14,0,True
44684,327,358,1,14,0,True
44701,334,372,1,14,0,True
44717,341,386,1,14,0,True
44734,345,393,1,14,0,True
44751,347,397,1,14,0,True
44767,351,409,1,14,0,True
44784,359,425,1,14,0,True
44801,363,433,1,14,0,True
44817,365,437,1,14,0,True
44834,370,450,1,14,0,True
44851,379,470,1,14,0,True
44867,381,474,1,14,0,True
44884,385,482,1,14,0,True
44901,389,491,1,14,0,True
44917,399,511,1,14,0,True
44934,401,515,1,14,0,True
44951,406,523,1,14,0,True
44967,415,538,1,14,0,True
44984,422,549,1,14,0,True
45001,425,553,1,14,0,True
45017,430,559,1,14,0,True
45034,440,572,1,14,0,True
45051,445,578,1,14,0,True
45067,452,586,1,14,0,True
45084,454,588,1,14,0,True
45101,467,599,1,14,0,True
45117,470,601,1,14,0,True
45134,478,605,1,14,0,True
45151,489,610,1,14,0,True
45167,495,611,1,14,0,True
45184,498,612,1,14,0,True
45201,507,613,1,14,0,True
45217,517,612,1,14,0,True
45234,527,612,1,14,0,True
45251,534,610,1,14,0,True
45267,540,609,1,14,0,True
45284,551,606,1,14,0,True
45301,562,602,1,14,0,True
45317,570,600,1,14,0,True
45334,585,592,1,14,0,True
45351,592,588,1,14,0,True
45367,599,584,1,14,0,True
45384,606,579,1,14,0,True
45401,620,570,1,14,0,True
45417,626,565,1,14,0,True
45434,632,560,1,14,0,True
45451,638,555,1,14,0,True
45467,647,547,1,14,0,True
45484,651,542,1,14,0,True
45501,655,538,1,14,0,True
45517,657,536,1,14,0,True
45534,659,536,1,14,0,True
45551,659,536,1,14,0,True
45567,659,536,1,14,0,True
45584,659,536,1,14,0,True
45601,659,536,1,14,0,True
45617,659,536,1,14,0,True
45634,659,536,1,14,0,True
45651,659,536,1,14,0,True
45667,659,536,1,14,0,True
45684,659,536,1,14,0,True
45701,659,536,1,14,0,True
45717,659,536,1,14,0,True
45734,659,536,1,14,0,True
45751,659,536,1,14,0,True
45767,659,536,1,14,0,True
45784,659,536,1,14,0,True
45801,659,536,1,14,0,True
45817,659,535,1,14,0,True
45834,659,535,1,14,0,True
45851,659,535,1,14,0,True
45867,659,535,1,14,0,True
45884,659,535,1,14,0,True
45901,659,535,1,14,0,True
45917,659,535,1,14,0,True
45934,659,535,0,14,0,True
45951,659,535,0,14,0,True
45967,659,535,0,14,0,True
45984,659,535,0,14,0,True
46001,659,535,0,14,0,True
46067,659,535,0,15,0,True
46084,659,535,0,15,0,True
46101,659,535,0,15,0,True
46117,659,535,0,15,0,True
46134,659,535,0,15,0,True
46151,659,535,0,15,0,True
46167,659,535,0,15,0,True
46184,659,535,0,15,0,True
46201,659,535,0,15,0,True
46217,659,535,0,15,0,True
46234,659,535,0,15,0,True
46251,659,535,0,15,0,True
46267,659,535,0,15,0,True
46284,659,535,0,15,0,True
46301,659,535,0,15,0,True
46317,659,535,0,15,0,True
46334,659,535,0,15,0,True
46351,659,535,0,15,0,True
46367,659,535,0,15,0,True
46384,659,535,0,15,0,True
46401,659,535,0,15,0,True
46417,659,535,0,15,0,True
46434,659,535,0,15,0,True
46451,659,535,0,15,0,True
46467,659,535,0,15,0,True
46484,659,535,0,15,0,True
46501,659,535,0,15,0,True
46517,659,535,0,15,0,True
46534,659,535,0,15,0,True
46551,659,535,0,15,0,True
46567,659,535,0,15,0,True
46584,659,535,0,15,0,True
46601,659,535,0,15,0,True
46617,659,535,0,15,0,True
46634,659,535,0,15,0,True
46651,659,535,0,15,0,True
46667,659,535,0,15,0,True
46684,659,535,0,15,0,True
46701,659,535,0,15,0,True
46717,659,535,0,15,0,True
46734,659,535,0,15,0,True
46751,659,535,0,15,0,True
46767,659,535,0,15,0,True
46784,659,535,0,15,0,True
46801,659,535,0,15,0,True
46817,659,535,0,15,0,True
46834,659,535,0,15,0,True
46851,659,535,0,15,0,True
46867,659,535,0,15,0,True
46884,659,535,0,15,0,True
46901,659,535,0,15,0,True
46917,659,535,0,15,0,True
46934,93,557,1,15,0,True
46951,93,557,1,15,0,True
46967,94,557,1,15,0,True
46984,94,557,1,15,0,True
47001,96,560,1,15,0,True
47017,100,564,1,15,0,True
47034,101,565,1,15,0,True
47051,109,572,1,15,0,True
47067,115,577,1,15,0,True
47084,119,581,1,15,0,True
47101,128,589,1,15,0,True
47117,133,592,1,15,0,True
47134,136,594,1,15,0,True
