System Properties:
Operating System:	 Microsoft Windows NT 5.1.2600 Service Pack 2
System User Name:	 cbe
Machine Name:	 PPS-4CD0A2279E2

Data properties:

Recording name:	 Rec 36
Recording date:	 2014/10/23
Recording time:	 14:15:47
Recording resolution:	 1280 x 1024

Export date:	 2014/10/23
Export time:	 14:47:52

Participant:	 ESF46
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 20
Min duration: 100

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	
0																					ImageStart	8	0	0	blue1280x1080.gif																	
5206	14:15:52.206	00:00:05.205	311	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5205813	11898565826	
5222	14:15:52.223	00:00:05.222	312	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5222500	11898582513	
5239	14:15:52.239	00:00:05.239	313	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5239168	11898599181	
5256	14:15:52.256	00:00:05.256	314	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5256011	11898616024	
5273	14:15:52.273	00:00:05.272	315	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5272679	11898632692	
5289	14:15:52.289	00:00:05.289	316	628.6521	206.0013	0.6618104	0.3939872	558.7855	2.989019	0	628.1852	215.3825	0.4770807	0.3825615	557.4013	3.010644	0	6	628	211						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		628	211	5289477	11898649490	
5306	14:15:52.306	00:00:05.306	317	630.0907	209.7194	0.661811	0.3941028	558.7429	2.960783	0	626.7426	218.7324	0.4770792	0.3826404	557.3965	3.022567	0	6	628	214						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		628	214	5306104	11898666117	
5323	14:15:52.323	00:00:05.322	318	629.694	206.4183	0.6618056	0.3941987	558.7333	2.963981	0	631.7312	217.6634	0.4771046	0.3826852	557.324	3.002638	0	6	631	212						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		631	212	5322728	11898682741	
5339	14:15:52.339	00:00:05.339	319	630.2142	205.1659	0.6618426	0.3943738	558.6187	2.964243	0	626.8995	219.4256	0.4771341	0.3827526	557.2963	3.004124	0	6	629	212						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		629	212	5339476	11898699489	
5356	14:15:52.356	00:00:05.356	320	633.7634	208.3294	0.6618997	0.3944476	558.6508	2.928443	0	630.202	220.1233	0.4771796	0.382751	557.3535	2.979886	0	6	632	214						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		632	214	5356100	11898716113	
5373	14:15:52.373	00:00:05.372	321	632.2916	213.2363	0.6619679	0.3946193	558.7329	2.929438	0	629.9395	217.1517	0.4772336	0.3828193	557.3877	2.961908	0	6	631	215						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		631	215	5372724	11898732737	
5389	14:15:52.389	00:00:05.389	322	634.43	211.9507	0.6620606	0.3946691	558.7202	2.93261	0	630.6284	223.4041	0.4773053	0.3828282	557.3187	2.97288	0	6	633	218						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		633	218	5389347	11898749360	
5406	14:15:52.406	00:00:05.406	323	636.1401	211.7998	0.6621099	0.3947415	558.7239	2.92449	0	628.6588	221.858	0.4773603	0.3828565	557.3276	2.953412	0	6	632	217						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		632	217	5406095	11898766108	
5423	14:15:52.423	00:00:05.422	324	635.7615	213.0217	0.6621678	0.3947846	558.778	2.934185	0	628.1155	222.5848	0.4774022	0.3828334	557.3202	2.957214	0	6	632	218						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		632	218	5422719	11898782732	
5439	14:15:52.439	00:00:05.439	325	633.2023	209.123	0.6622193	0.394875	558.8279	2.926371	0	630.0453	220.8513	0.4774813	0.3828079	557.4703	2.946907	0	6	632	215						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		632	215	5439342	11898799355	
5456	14:15:52.456	00:00:05.455	326	633.5882	207.28	0.6622745	0.3949708	558.8826	2.925871	0	631.7426	219.3019	0.4775414	0.3828004	557.5081	2.977081	0	6	633	213						blue1280x1080.gif	0	1280	1024	0	0	631	214	183	0	Content		633	213	5455980	11898815993	
5473	14:15:52.473	00:00:05.472	327	619.9883	259.2827	0.6624016	0.3956452	558.8834	2.928466	0	625.1054	270.6749	0.4778047	0.3833929	557.6857	2.947667	0		623	265						blue1280x1080.gif	0	1280	1024	0	0				0	Content		623	265	5472717	11898832730	
5489	14:15:52.489	00:00:05.489	328	607.3853	399.7629	0.6625468	0.3974488	558.6288	2.910321	0	609.5497	415.0258	0.4783263	0.3852729	557.4666	2.976131	0		608	407						blue1280x1080.gif	0	1280	1024	0	0				0	Content		608	407	5489341	11898849354	
5506	14:15:52.506	00:00:05.505	329	600.668	529.3817	0.6625375	0.3991398	558.5981	2.896374	0	594.0738	541.2537	0.4786031	0.3871161	557.3016	2.954957	0		597	535						blue1280x1080.gif	0	1280	1024	0	0				0	Content		597	535	5505975	11898865988	
5523	14:15:52.523	00:00:05.522	330	599.6862	561.11	0.6626372	0.3996457	558.5933	2.889041	0	594.2147	559.7947	0.4785825	0.3875898	557.2524	2.948197	0		597	560						blue1280x1080.gif	0	1280	1024	0	0				0	Content		597	560	5522588	11898882601	
5539	14:15:52.539	00:00:05.539	331	590.8788	566.6226	0.6627196	0.3997671	558.5826	2.900285	0	593.2158	571.9347	0.478527	0.3875847	557.2214	2.9418	0		592	569						blue1280x1080.gif	0	1280	1024	0	0				0	Content		592	569	5539337	11898899350	
5556	14:15:52.556	00:00:05.556	332	581.3668	550.4529	0.6626672	0.401429	558.58	2.928238	0	583.6554	552.6877	0.4784009	0.3892901	557.2263	3.007101	0		583	552						blue1280x1080.gif	0	1280	1024	0	0				0	Content		583	552	5556011	11898916024	
5573	14:15:52.573	00:00:05.572	333	594.3572	562.1866	0.662821	0.3997154	558.5826	2.893408	0	594.1431	572.451	0.4784281	0.3875082	557.2214	2.963308	0		594	567						blue1280x1080.gif	0	1280	1024	0	0				0	Content		594	567	5572595	11898932608	
5589	14:15:52.589	00:00:05.589	334	582.4501	552.9554	0.6627569	0.4012658	558.5799	2.949098	0	583.0724	563.5875	0.4782987	0.3875141	557.2263	2.958178	0		583	558						blue1280x1080.gif	0	1280	1024	0	0				0	Content		583	558	5589209	11898949222	
5606	14:15:52.606	00:00:05.605	335	598.9786	570.2245	0.6628661	0.399551	558.5826	2.884734	0	588.8751	579.6103	0.4782778	0.3888743	557.2165	2.931015	0	7	594	575						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		594	575	5605972	11898965985	
5623	14:15:52.623	00:00:05.622	336	592.8624	570.0218	0.6628222	0.39949	558.5783	2.918681	0	587.3901	568.2367	0.478129	0.3873692	557.2263	2.949091	0	7	590	569						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		590	569	5622582	11898982595	
5639	14:15:52.639	00:00:05.639	337	596.0493	568.8043	0.6627933	0.4010474	558.5826	2.88774	0	592.5483	569.5758	0.4781313	0.3873374	557.2214	2.922385	0	7	594	569						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		594	569	5639205	11898999218	
5656	14:15:52.656	00:00:05.655	338	597.9659	564.3551	0.6627586	0.4010107	558.5826	2.807229	0	595.2752	573.0637	0.4780397	0.3873622	557.2592	2.955291	0	7	597	569						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		597	569	5655829	11899015842	
5673	14:15:52.673	00:00:05.672	339	581.9093	565.5291	0.6626882	0.401005	558.5826	2.870816	0	597.9687	577.6813	0.4779498	0.3873806	557.3032	2.949947	0	7	590	572						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		590	572	5672577	11899032590	
5689	14:15:52.689	00:00:05.689	340	593.5393	563.4495	0.6626675	0.3993811	558.5826	2.880959	0	596.8965	570.1268	0.4778814	0.3873388	557.3101	2.966408	0	7	595	567						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		595	567	5689200	11899049213	
5706	14:15:52.706	00:00:05.705	341	597.3876	565.4261	0.6626627	0.3992787	558.5381	2.909247	0	594.6426	571.5428	0.4778342	0.387266	557.3105	2.951131	0	7	596	568						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		596	568	5705824	11899065837	
5722	14:15:52.722	00:00:05.722	342	598.7543	567.4152	0.6626192	0.3990872	558.6266	2.89483	0	592.5762	573.1852	0.4777874	0.3871181	557.3376	2.932876	0	7	596	570						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		596	570	5722450	11899082463	
5739	14:15:52.739	00:00:05.739	343	601.257	565.8491	0.6625842	0.3990724	558.6397	2.866166	0	590.2102	570.6771	0.4777071	0.3870822	557.244	2.931658	0	7	596	568						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		596	568	5739198	11899099211	
5756	14:15:52.756	00:00:05.755	344	593.2258	564.1968	0.6625205	0.3989758	558.5936	2.876466	0	594.1838	577.8781	0.4776221	0.3870068	557.2836	2.960811	0	7	594	571						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		594	571	5755823	11899115836	
5772	14:15:52.772	00:00:05.772	345	601.9768	565.6345	0.6624437	0.3989052	558.5964	2.893866	0	593.535	573.9727	0.4775283	0.3869886	557.3375	2.93038	0	7	598	570						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		598	570	5772446	11899132459	
5789	14:15:52.789	00:00:05.789	346	598.2965	561.4742	0.6622907	0.398725	558.8317	2.900211	0	591.2247	575.8568	0.477383	0.3868821	557.3671	2.936201	0	7	595	569						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		595	569	5789070	11899149083	
5806	14:15:52.806	00:00:05.805	347	602.0475	562.6482	0.6622109	0.3985966	558.812	2.90036	0	595.4444	571.5681	0.4772872	0.3868541	557.411	2.947654	0	7	599	567						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		599	567	5805821	11899165834	
5822	14:15:52.822	00:00:05.822	348	609.5022	566.0976	0.6621213	0.3983749	558.8383	2.898229	0	595.6241	576.645	0.4771567	0.3867937	557.4586	2.942037	0	7	603	571						blue1280x1080.gif	0	1280	1024	0	0	595	569	233	0	Content		603	571	5822445	11899182458	
5839	14:15:52.839	00:00:05.838	349	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5838916	11899198929	
5856	14:15:52.856	00:00:05.855	350	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5855584	11899215597	
5872	14:15:52.872	00:00:05.872	351	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5872021	11899232034	
5889	14:15:52.889	00:00:05.888	352	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5888645	11899248658	
5905	14:15:52.905	00:00:05.905	353	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5905393	11899265406	
5922	14:15:52.922	00:00:05.922	354	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5922018	11899282031	
5939	14:15:52.939	00:00:05.938	355	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5938643	11899298656	
5955	14:15:52.955	00:00:05.955	356	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5955269	11899315282	
5972	14:15:52.972	00:00:05.971	357	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5971954	11899331967	
5989	14:15:52.989	00:00:05.988	358	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	5988622	11899348635	
6005	14:15:53.005	00:00:06.005	359	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6005256	11899365269	
6022	14:15:53.022	00:00:06.021	360	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6021924	11899381937	
6039	14:15:53.039	00:00:06.038	361	606.6056	455.7346	0.6610729	0.3963424	559.121	3.016491	0	613.7797	464.303	0.4761068	0.3860982	557.7756	2.973781	0	8	610	460						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		610	460	6038518	11899398531	
6056	14:15:53.056	00:00:06.055	362	617.4089	478.1633	0.6611521	0.3964867	559.1225	2.928206	0	615.7452	475.3576	0.4761307	0.3862999	557.7708	2.957743	0	8	617	477						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		617	477	6055560	11899415573	
6072	14:15:53.072	00:00:06.072	363	598.588	462.2152	0.6610294	0.3982781	559.1196	2.985843	0	612.8422	470.7657	0.4760652	0.3879997	557.7756	2.994226	0	8	606	466						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		606	466	6072310	11899432323	
6089	14:15:53.089	00:00:06.088	364	618.1778	469.9237	0.6611832	0.3968582	559.1225	2.945864	0	623.9837	471.8827	0.4761918	0.3865652	557.7708	2.972254	0	8	621	471						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		621	471	6088973	11899448986	
6106	14:15:53.106	00:00:06.105	365	606.3871	473.507	0.661203	0.396986	559.118	2.924492	0	606.4817	470.83	0.4761838	0.3867542	557.7756	2.969941	0	8	606	472						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		606	472	6105574	11899465587	
6122	14:15:53.122	00:00:06.122	366	610.5925	475.0946	0.6613398	0.3986823	559.1224	2.904996	0	613.0845	470.7388	0.4763207	0.3883572	557.7661	2.942878	0	8	612	473						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		612	473	6122183	11899482196	
6139	14:15:53.139	00:00:06.138	367	613.2565	471.9594	0.6613774	0.3973471	559.118	2.97419	0	615.3376	468.2817	0.4763773	0.3869659	557.7756	2.973731	0	8	614	470						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		614	470	6138936	11899498949	
6156	14:15:53.156	00:00:06.155	368	621.1956	471.6836	0.6615099	0.3973413	559.1225	2.946806	0	619.4237	479.5651	0.4765154	0.3869669	557.7708	2.957384	0	8	620	476						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		620	476	6155553	11899515566	
6172	14:15:53.172	00:00:06.172	369	602.0292	461.7876	0.6614248	0.3990648	559.1196	3.004705	0	616.3442	464.3581	0.4765041	0.3886021	557.7756	2.99762	0	8	609	463						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		609	463	6172175	11899532188	
6189	14:15:53.189	00:00:06.188	370	621.6071	478.8219	0.6615992	0.397352	559.1225	2.948017	0	619.9069	475.2927	0.4765726	0.3869959	557.7708	2.96753	0	8	621	477						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		621	477	6188802	11899548815	
6206	14:15:53.206	00:00:06.205	371	600.8619	463.4713	0.6614344	0.399001	559.1196	2.988535	0	608.3915	471.9694	0.4765306	0.3870422	557.7756	2.961835	0	8	605	468						blue1280x1080.gif	0	1280	1024	0	0	612	470	184	0	Content		605	468	6205551	11899565564	
6222	14:15:53.222	00:00:06.222	372	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6222173	11899582186	
6239	14:15:53.239	00:00:06.238	373	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6238800	11899598813	
6255	14:15:53.255	00:00:06.255	374	614.7472	473.6028	0.6614298	0.3972752	558.9703	2.991593	0	612.6035	475.5947	0.4764726	0.3871041	557.8008	2.983778	0	9	614	475						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		614	475	6255423	11899615436	
6272	14:15:53.272	00:00:06.272	375	614.1692	474.4111	0.661418	0.3973011	558.9449	2.987212	0	614.7386	471.7737	0.4764564	0.387164	557.8112	2.998298	0	9	614	473						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		614	473	6272171	11899632184	
6289	14:15:53.289	00:00:06.288	376	612.627	472.8874	0.6613988	0.3973493	559.0252	2.998824	0	617.0001	473.7671	0.4764247	0.3872377	557.876	2.988154	0	9	615	473						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		615	473	6288797	11899648810	
6305	14:15:53.305	00:00:06.305	377	608.5164	474.818	0.6613891	0.3973978	559.0399	3.013154	0	613.3075	467.4044	0.476408	0.3872922	557.831	3.013353	0	9	611	471						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		611	471	6305421	11899665434	
6322	14:15:53.322	00:00:06.322	378	611.2341	471.1241	0.6613853	0.39742	559.0466	3.027786	0	613.5808	469.3984	0.4764045	0.3873222	557.8208	3.023315	0	9	612	470						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		612	470	6322046	11899682059	
6339	14:15:53.339	00:00:06.338	379	612.2657	474.6348	0.6613703	0.3974349	559.0193	3.01698	0	613.8505	464.4394	0.476386	0.3873951	557.8427	3.01643	0	9	613	470						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		613	470	6338794	11899698807	
6355	14:15:53.355	00:00:06.355	380	610.1658	476.2854	0.6613526	0.3975198	559.0412	3.02144	0	609.9276	472.5548	0.4763574	0.3874674	557.8552	3.031811	0	9	610	474						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		610	474	6355419	11899715432	
6372	14:15:53.372	00:00:06.372	381	612.9677	473.8623	0.6613089	0.3975447	559.0546	3.041862	0	615.5745	473.9837	0.4763102	0.3875025	557.8901	3.047976	0	9	614	474						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		614	474	6372044	11899732057	
6389	14:15:53.389	00:00:06.388	382	612.821	478.846	0.6612424	0.3975392	559.0467	3.037133	0	613.3195	467.4499	0.4762147	0.3875601	557.9926	3.050035	0	9	613	473						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		613	473	6388667	11899748680	
6405	14:15:53.405	00:00:06.405	383	609.2504	476.5	0.6611006	0.3974706	559.0609	3.052816	0	613.1324	464.3638	0.4761145	0.38763	557.8553	3.070508	0	9	611	470						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		611	470	6405419	11899765432	
6422	14:15:53.422	00:00:06.422	384	610.6497	473.7115	0.6609569	0.3974601	559.14	3.069556	0	619.2296	469.8865	0.4760106	0.3877593	557.8251	3.050276	0	9	615	472						blue1280x1080.gif	0	1280	1024	0	0	612	472	183	0	Content		615	472	6422043	11899782056	
6439	14:15:53.439	00:00:06.438	385	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6438515	11899798528	
6455	14:15:53.455	00:00:06.455	386	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6455183	11899815196	
6472	14:15:53.472	00:00:06.471	387	609.7751	468.1809	0.6605748	0.3973509	559.0798	3.090424	0	621.6227	460.4034	0.4755989	0.3881074	558.089	3.080626	0		616	464						blue1280x1080.gif	0	1280	1024	0	0				0	Content		616	464	6471622	11899831635	
6488	14:15:53.488	00:00:06.488	388	625.9034	504.5414	0.6604193	0.3969272	559.3373	2.982329	0	614.5505	468.1739	0.4754675	0.3878939	558.3206	3.076678	0		620	486						blue1280x1080.gif	0	1280	1024	0	0				0	Content		620	486	6488246	11899848259	
6505	14:15:53.505	00:00:06.504	389	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6504872	11899864885	
6522	14:15:53.522	00:00:06.521	390	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6521620	11899881633	
6538	14:15:53.538	00:00:06.538	391	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6538241	11899898254	
6555	14:15:53.555	00:00:06.554	392	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6554866	11899914879	
6572	14:15:53.572	00:00:06.571	393	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6571616	11899931629	
6588	14:15:53.588	00:00:06.588	394	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6588240	11899948253	
6605	14:15:53.605	00:00:06.604	395	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6604878	11899964891	
6622	14:15:53.622	00:00:06.621	396	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6621546	11899981559	
6638	14:15:53.638	00:00:06.638	397	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6638356	11899998369	
6655	14:15:53.655	00:00:06.655	398	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6655024	11900015037	
6672	14:15:53.672	00:00:06.671	399	611.6425	392.3941	0.6571502	0.3918595	560.3295	3.080301	0	612.7382	375.5515	0.4724399	0.384702	559.903	3.099758	0	10	612	384						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		612	384	6671910	11900031923	
6689	14:15:53.689	00:00:06.688	400	606.6293	379.9963	0.6571031	0.3917144	560.3378	3.110027	0	610.2836	386.4301	0.472352	0.3847769	559.9539	3.076117	0	10	608	383						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		608	383	6688534	11900048547	
6705	14:15:53.705	00:00:06.705	401	612.1268	375.6278	0.6572046	0.3918006	560.2112	3.125178	0	607.232	388.4733	0.4724353	0.3848692	559.8126	3.074405	0	10	610	382						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		610	382	6705157	11900065170	
6722	14:15:53.722	00:00:06.721	402	614.2076	369.5538	0.6574509	0.3918612	560.1081	3.137223	0	610.6395	386.6735	0.4726346	0.3849463	559.7066	3.077477	0	10	612	378						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		612	378	6721782	11900081795	
6739	14:15:53.739	00:00:06.738	403	592.8639	383.9862	0.6577194	0.393527	560.1048	3.100362	0	594.2235	385.5238	0.4728453	0.3851193	559.7112	3.061806	0	10	594	385						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		594	385	6738532	11900098545	
6755	14:15:53.755	00:00:06.755	404	608.4349	391.728	0.6582525	0.3922451	560.1081	3.081273	0	606.4479	390.3853	0.4733766	0.3867876	559.702	3.045088	0	10	607	391						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		607	391	6755156	11900115169	
6772	14:15:53.772	00:00:06.771	405	597.0367	383.9661	0.6587375	0.3941841	560.1049	3.116808	0	604.9626	384.5234	0.4737201	0.3853902	559.7112	3.060571	0	10	601	384						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		601	384	6771783	11900131796	
6788	14:15:53.788	00:00:06.788	406	608.8481	388.6205	0.6592085	0.392912	560.1081	3.057221	0	616.2206	379.3933	0.4742087	0.3855727	559.7065	3.065575	0	10	613	384						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		613	384	6788405	11900148418	
6805	14:15:53.805	00:00:06.805	407	604.7501	388.2554	0.6595173	0.3931909	560.1033	3.075981	0	599.2659	384.7008	0.4744566	0.385657	559.7112	3.06311	0	10	602	386						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		602	386	6805155	11900165168	
6822	14:15:53.822	00:00:06.821	408	610.6199	397.164	0.6600218	0.3949207	560.108	3.030032	0	604.0071	389.4065	0.4749479	0.3873132	559.7018	3.054235	0	10	607	393						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		607	393	6821779	11900181792	
6838	14:15:53.838	00:00:06.838	409	603.6825	389.5911	0.6599302	0.3935292	560.1033	3.078753	0	606.86	381.2881	0.4748049	0.385911	559.7112	3.059784	0	10	605	385						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		605	385	6838404	11900198417	
6855	14:15:53.855	00:00:06.855	410	606.4486	387.8599	0.6600336	0.3935289	560.1081	3.049044	0	609.0747	385.8689	0.4748724	0.3858509	559.7065	3.062688	0	10	608	387						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		608	387	6855028	11900215041	
6872	14:15:53.872	00:00:06.871	411	601.2131	406.808	0.6601599	0.3947822	560.1049	3.026274	0	596.0146	374.4577	0.4750589	0.3872572	559.7112	3.130533	0	10	599	391						blue1280x1080.gif	0	1280	1024	0	0	606	385	216	0	Content		599	391	6871779	11900231792	
6888	14:15:53.888	00:00:06.888	412	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						blue1280x1080.gif	0	1280	1024	0	0				0	Content		0	0	6888403	11900248416	
